ProcessID,SampleID,CollectionNotes,HWGrad,Plot,Method,HWGrad_Description,CONTIG,Project Code,Process ID,Sample ID,Field ID,BIN,Catalog Num,COI-5P Seq. Length,# ambiguities
ASSBW212-18,BL-10540Q-F03,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:ACF4028,ASSBW,ASSBW212-18,BL-10540Q-F03,M1,BOLD:ACF4028,,658,0
ASSBW058-18,CCDB-30294-E10,HWBF Plot 8|Malaise|Hardwood dominated stand,HWBF,Plot 8,Malaise,Hardwood dominated stand,HWBFBOLD:ACF5628,ASSBW,ASSBW058-18,CCDB-30294-E10,M8,BOLD:ACF5628,,658,0
ASSBW314-18,CCDB-30293-C05,HWBF Plot 8|Malaise|Hardwood dominated stand,HWBF,Plot 8,Malaise,Hardwood dominated stand,HWBFBOLD:ACF5628,ASSBW,ASSBW314-18,CCDB-30293-C05,M8,BOLD:ACF5628,,658,0
ASSBW291-18,CCDB-30293-A06,BFBF Plot 3|Malaise|Balsam fir dominated stand,BFBF,Plot 3,Malaise,Balsam fir dominated stand,BFBFBOLD:ACF9585,ASSBW,ASSBW291-18,CCDB-30293-A06,M3,BOLD:ACF9585,,658,0
ASSBW374-18,CCDB-30293-H05,HWBF Plot 7|Malaise|Hardwood dominated stand,HWBF,Plot 7,Malaise,Hardwood dominated stand,HWBFBOLD:ACG5893,ASSBW,ASSBW374-18,CCDB-30293-H05,M7,BOLD:ACG5893,,658,0
ASSBW254-18,BL-10540Q-H08,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXBOLD:ACG8430,ASSBW,ASSBW254-18,BL-10540Q-H08,M6,BOLD:ACG8430,,658,0
ASSBW013-18,CCDB-30294-B01,HWBF Plot 7|Malaise|Hardwood dominated stand,HWBF,Plot 7,Malaise,Hardwood dominated stand,HWBFBOLD:ACH0295,ASSBW,ASSBW013-18,CCDB-30294-B01,M8,BOLD:ACH0295,,658,0
ASSBW044-18,CCDB-30294-D08,BFBF Plot 3|Malaise|Balsam fir dominated stand,BFBF,Plot 3,Malaise,Balsam fir dominated stand,BFBFBOLD:ACI8282,ASSBW,ASSBW044-18,CCDB-30294-D08,M3,BOLD:ACI8282,,619,0
ASSBW002-18,CCDB-30294-A02,BFMX Plot 5|Malaise|Mixed stand,BFMX,Plot 5,Malaise,Mixed stand,BFMXBOLD:ACI8500,ASSBW,ASSBW002-18,CCDB-30294-A02,M5,BOLD:ACI8500,,658,0
ASSBW003-18,CCDB-30294-A03,BFMX Plot 5|Malaise|Mixed stand,BFMX,Plot 5,Malaise,Mixed stand,BFMXBOLD:ACI8500,ASSBW,ASSBW003-18,CCDB-30294-A03,M5,BOLD:ACI8500,,658,0
ASSBW005-18,CCDB-30294-A05,BFMX Plot 5|Malaise|Mixed stand,BFMX,Plot 5,Malaise,Mixed stand,BFMXBOLD:ACI8500,ASSBW,ASSBW005-18,CCDB-30294-A05,M5,BOLD:ACI8500,,658,0
ASSBW006-18,CCDB-30294-A06,BFMX Plot 5|Malaise|Mixed stand,BFMX,Plot 5,Malaise,Mixed stand,BFMXBOLD:ACI8500,ASSBW,ASSBW006-18,CCDB-30294-A06,M5,BOLD:ACI8500,,658,0
ASSBW076-18,CCDB-30294-G04,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXBOLD:ACI8500,ASSBW,ASSBW076-18,CCDB-30294-G04,M6,BOLD:ACI8500,,658,0
ASSBW082-18,CCDB-30294-G10,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXBOLD:ACI8500,ASSBW,ASSBW082-18,CCDB-30294-G10,M6,BOLD:ACI8500,,658,0
ASSBW187-18,CCDB-30296-H08,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:ACI8500,ASSBW,ASSBW187-18,CCDB-30296-H08,M1,BOLD:ACI8500,,658,0
ASSBW288-18,CCDB-30293-A03,BFBF Plot 3|Malaise|Balsam fir dominated stand,BFBF,Plot 3,Malaise,Balsam fir dominated stand,BFBFBOLD:ACI8500,ASSBW,ASSBW288-18,CCDB-30293-A03,M3,BOLD:ACI8500,,658,0
ASSBW289-18,CCDB-30293-A04,BFBF Plot 3|Malaise|Balsam fir dominated stand,BFBF,Plot 3,Malaise,Balsam fir dominated stand,BFBFBOLD:ACI8500,ASSBW,ASSBW289-18,CCDB-30293-A04,M3,BOLD:ACI8500,,658,0
ASSBW294-18,CCDB-30293-A09,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:ACI8500,ASSBW,ASSBW294-18,CCDB-30293-A09,M4,BOLD:ACI8500,,658,0
ASSBW309-18,CCDB-30293-B12,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACI8500,ASSBW,ASSBW309-18,CCDB-30293-B12,M9,BOLD:ACI8500,,658,0
ASSBW095-18,CCDB-30294-H11,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:ACL1890,ASSBW,ASSBW095-18,CCDB-30294-H11,M4,BOLD:ACL1890,,658,0
ASSBW347-18,CCDB-30293-F02,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:ACL1890,ASSBW,ASSBW347-18,CCDB-30293-F02,M4,BOLD:ACL1890,,658,0
ASSBW406-18,CCDB-30297-C02,BFMX Plot 5|Malaise|Mixed stand,BFMX,Plot 5,Malaise,Mixed stand,BFMXBOLD:ACL3968,ASSBW,ASSBW406-18,CCDB-30297-C02,M5,BOLD:ACL3968,,649,0
ASSBW081-18,CCDB-30294-G09,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXBOLD:ACL4990,ASSBW,ASSBW081-18,CCDB-30294-G09,M6,BOLD:ACL4990,,532,0
ASSBW313-18,CCDB-30293-C04,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACL6615,ASSBW,ASSBW313-18,CCDB-30293-C04,M9,BOLD:ACL6615,,643,0
ASSBW132-18,CCDB-30296-D01,BFMX Plot 5|Malaise|Mixed stand,BFMX,Plot 5,Malaise,Mixed stand,BFMXBOLD:ACL6862,ASSBW,ASSBW132-18,CCDB-30296-D01,M5,BOLD:ACL6862,,658,0
ASSBW070-18,CCDB-30294-F10,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXBOLD:ACL8440,ASSBW,ASSBW070-18,CCDB-30294-F10,M6,BOLD:ACL8440,,658,0
ASSBW071-18,CCDB-30294-F11,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXBOLD:ACL8440,ASSBW,ASSBW071-18,CCDB-30294-F11,M6,BOLD:ACL8440,,658,0
ASSBW074-18,CCDB-30294-G02,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXBOLD:ACL8440,ASSBW,ASSBW074-18,CCDB-30294-G02,M6,BOLD:ACL8440,,658,0
ASSBW075-18,CCDB-30294-G03,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXBOLD:ACL8440,ASSBW,ASSBW075-18,CCDB-30294-G03,M6,BOLD:ACL8440,,658,0
ASSBW085-18,CCDB-30294-H01,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXBOLD:ACL8440,ASSBW,ASSBW085-18,CCDB-30294-H01,M6,BOLD:ACL8440,,658,0
ASSBW086-18,CCDB-30294-H02,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXBOLD:ACL8440,ASSBW,ASSBW086-18,CCDB-30294-H02,M6,BOLD:ACL8440,,658,0
ASSBW089-18,CCDB-30294-H05,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXBOLD:ACL8440,ASSBW,ASSBW089-18,CCDB-30294-H05,M6,BOLD:ACL8440,,658,0
ASSBW090-18,CCDB-30294-H06,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXBOLD:ACL8440,ASSBW,ASSBW090-18,CCDB-30294-H06,M6,BOLD:ACL8440,,658,0
ASSBW091-18,CCDB-30294-H07,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXBOLD:ACL8440,ASSBW,ASSBW091-18,CCDB-30294-H07,M6,BOLD:ACL8440,,658,0
ASSBW092-18,CCDB-30294-H08,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXBOLD:ACL8440,ASSBW,ASSBW092-18,CCDB-30294-H08,M6,BOLD:ACL8440,,658,0
ASSBW098-18,CCDB-30296-A03,HWBF Plot 7|Malaise|Hardwood dominated stand,HWBF,Plot 7,Malaise,Hardwood dominated stand,HWBFBOLD:ACL8440,ASSBW,ASSBW098-18,CCDB-30296-A03,M7,BOLD:ACL8440,,658,0
ASSBW122-18,CCDB-30296-C03,HWBF Plot 7|Malaise|Hardwood dominated stand,HWBF,Plot 7,Malaise,Hardwood dominated stand,HWBFBOLD:ACL8440,ASSBW,ASSBW122-18,CCDB-30296-C03,M7,BOLD:ACL8440,,658,0
ASSBW007-18,CCDB-30294-A07,BFMX Plot 5|Malaise|Mixed stand,BFMX,Plot 5,Malaise,Mixed stand,BFMXBOLD:ACL9133,ASSBW,ASSBW007-18,CCDB-30294-A07,M5,BOLD:ACL9133,,658,0
ASSBW088-18,CCDB-30294-H04,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXBOLD:ACM0573,ASSBW,ASSBW088-18,CCDB-30294-H04,M6,BOLD:ACM0573,,620,0
ASSBW156-18,CCDB-30296-F01,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACM0573,ASSBW,ASSBW156-18,CCDB-30296-F01,M9,BOLD:ACM0573,,648,0
ASSBW194-18,BL-10540Q-D01,BFBF Plot 3|Malaise|Balsam fir dominated stand,BFBF,Plot 3,Malaise,Balsam fir dominated stand,BFBFBOLD:ACM0573,ASSBW,ASSBW194-18,BL-10540Q-D01,M3,BOLD:ACM0573,,448,0
ASSBW195-18,BL-10540Q-E01,BFBF Plot 3|Malaise|Balsam fir dominated stand,BFBF,Plot 3,Malaise,Balsam fir dominated stand,BFBFBOLD:ACM0573,ASSBW,ASSBW195-18,BL-10540Q-E01,M3,BOLD:ACM0573,,448,0
ASSBW196-18,BL-10540Q-F01,BFBF Plot 3|Malaise|Balsam fir dominated stand,BFBF,Plot 3,Malaise,Balsam fir dominated stand,BFBFBOLD:ACM0573,ASSBW,ASSBW196-18,BL-10540Q-F01,M3,BOLD:ACM0573,,448,0
ASSBW209-18,BL-10540Q-C03,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:ACM0573,ASSBW,ASSBW209-18,BL-10540Q-C03,M1,BOLD:ACM0573,,448,0
ASSBW219-18,BL-10540Q-E04,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:ACM0573,ASSBW,ASSBW219-18,BL-10540Q-E04,M4,BOLD:ACM0573,,447,0
ASSBW228-18,BL-10540Q-F05,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:ACM0573,ASSBW,ASSBW228-18,BL-10540Q-F05,M4,BOLD:ACM0573,,618,0
ASSBW372-18,CCDB-30293-H03,HWBF Plot 8|Malaise|Hardwood dominated stand,HWBF,Plot 8,Malaise,Hardwood dominated stand,HWBFBOLD:ACM1420,ASSBW,ASSBW372-18,CCDB-30293-H03,M8,BOLD:ACM1420,,658,0
ASSBW402-18,CCDB-30297-B10,BFMX Plot 5|Malaise|Mixed stand,BFMX,Plot 5,Malaise,Mixed stand,BFMXBOLD:ACM1420,ASSBW,ASSBW402-18,CCDB-30297-B10,M5,BOLD:ACM1420,,658,0
ASSBW258-18,BL-10540Q-D09,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXBOLD:ACM1584,ASSBW,ASSBW258-18,BL-10540Q-D09,M6,BOLD:ACM1584,,658,0
ASSBW019-18,CCDB-30294-B07,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACM2381,ASSBW,ASSBW019-18,CCDB-30294-B07,M9,BOLD:ACM2381,,658,0
ASSBW050-18,CCDB-30294-E02,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:ACM5418,ASSBW,ASSBW050-18,CCDB-30294-E02,M1,BOLD:ACM5418,,658,0
ASSBW210-18,BL-10540Q-D03,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:ACM5418,ASSBW,ASSBW210-18,BL-10540Q-D03,M1,BOLD:ACM5418,,658,0
ASSBW235-18,BL-10540Q-E06,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXBOLD:ACM5418,ASSBW,ASSBW235-18,BL-10540Q-E06,M6,BOLD:ACM5418,,626,0
ASSBW238-18,BL-10540Q-H06,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:ACM5418,ASSBW,ASSBW238-18,BL-10540Q-H06,M4,BOLD:ACM5418,,658,0
ASSBW301-18,CCDB-30293-B04,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACM5418,ASSBW,ASSBW301-18,CCDB-30293-B04,M9,BOLD:ACM5418,,631,0
ASSBW241-18,BL-10540Q-C07,BFMX Plot 5|Malaise|Mixed stand,BFMX,Plot 5,Malaise,Mixed stand,BFMXBOLD:ACM9143,ASSBW,ASSBW241-18,BL-10540Q-C07,M5,BOLD:ACM9143,,658,0
ASSBW042-18,CCDB-30294-D06,BFBF Plot 3|Malaise|Balsam fir dominated stand,BFBF,Plot 3,Malaise,Balsam fir dominated stand,BFBFBOLD:ACN1921,ASSBW,ASSBW042-18,CCDB-30294-D06,M3,BOLD:ACN1921,,658,0
ASSBW004-18,CCDB-30294-A04,BFMX Plot 5|Malaise|Mixed stand,BFMX,Plot 5,Malaise,Mixed stand,BFMXBOLD:ACN3086,ASSBW,ASSBW004-18,CCDB-30294-A04,M5,BOLD:ACN3086,,658,0
ASSBW025-18,CCDB-30294-C01,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW025-18,CCDB-30294-C01,M9,BOLD:ACN3086,,658,0
ASSBW102-18,CCDB-30296-A07,HWBF Plot 7|Malaise|Hardwood dominated stand,HWBF,Plot 7,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW102-18,CCDB-30296-A07,M7,BOLD:ACN3086,,658,0
ASSBW103-18,CCDB-30296-A08,HWBF Plot 7|Malaise|Hardwood dominated stand,HWBF,Plot 7,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW103-18,CCDB-30296-A08,M7,BOLD:ACN3086,,658,0
ASSBW127-18,CCDB-30296-C08,BFMX Plot 5|Malaise|Mixed stand,BFMX,Plot 5,Malaise,Mixed stand,BFMXBOLD:ACN3086,ASSBW,ASSBW127-18,CCDB-30296-C08,M5,BOLD:ACN3086,,658,0
ASSBW129-18,CCDB-30296-C10,BFMX Plot 5|Malaise|Mixed stand,BFMX,Plot 5,Malaise,Mixed stand,BFMXBOLD:ACN3086,ASSBW,ASSBW129-18,CCDB-30296-C10,M5,BOLD:ACN3086,,658,0
ASSBW135-18,CCDB-30296-D04,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW135-18,CCDB-30296-D04,M9,BOLD:ACN3086,,658,0
ASSBW137-18,CCDB-30296-D06,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW137-18,CCDB-30296-D06,M9,BOLD:ACN3086,,658,0
ASSBW138-18,CCDB-30296-D07,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW138-18,CCDB-30296-D07,M9,BOLD:ACN3086,,658,0
ASSBW140-18,CCDB-30296-D09,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW140-18,CCDB-30296-D09,M9,BOLD:ACN3086,,658,0
ASSBW142-18,CCDB-30296-D11,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW142-18,CCDB-30296-D11,M9,BOLD:ACN3086,,658,0
ASSBW143-18,CCDB-30296-D12,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW143-18,CCDB-30296-D12,M9,BOLD:ACN3086,,658,0
ASSBW144-18,CCDB-30296-E01,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW144-18,CCDB-30296-E01,M9,BOLD:ACN3086,,645,0
ASSBW145-18,CCDB-30296-E02,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW145-18,CCDB-30296-E02,M9,BOLD:ACN3086,,634,0
ASSBW146-18,CCDB-30296-E03,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW146-18,CCDB-30296-E03,M9,BOLD:ACN3086,,658,0
ASSBW153-18,CCDB-30296-E10,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW153-18,CCDB-30296-E10,M9,BOLD:ACN3086,,658,0
ASSBW154-18,CCDB-30296-E11,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW154-18,CCDB-30296-E11,M9,BOLD:ACN3086,,658,0
ASSBW155-18,CCDB-30296-E12,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW155-18,CCDB-30296-E12,M9,BOLD:ACN3086,,658,0
ASSBW191-18,BL-10540Q-A01,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW191-18,BL-10540Q-A01,M9,BOLD:ACN3086,,643,0
ASSBW192-18,BL-10540Q-B01,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW192-18,BL-10540Q-B01,M9,BOLD:ACN3086,,658,0
ASSBW193-18,BL-10540Q-C01,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW193-18,BL-10540Q-C01,M9,BOLD:ACN3086,,658,0
ASSBW202-18,BL-10540Q-D02,HWBF Plot 7|Malaise|Hardwood dominated stand,HWBF,Plot 7,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW202-18,BL-10540Q-D02,M7,BOLD:ACN3086,,658,0
ASSBW203-18,BL-10540Q-E02,HWBF Plot 7|Malaise|Hardwood dominated stand,HWBF,Plot 7,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW203-18,BL-10540Q-E02,M7,BOLD:ACN3086,,658,0
ASSBW237-18,BL-10540Q-G06,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:ACN3086,ASSBW,ASSBW237-18,BL-10540Q-G06,M4,BOLD:ACN3086,,658,0
ASSBW259-18,BL-10540Q-E09,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:ACN3086,ASSBW,ASSBW259-18,BL-10540Q-E09,M4,BOLD:ACN3086,,658,0
ASSBW260-18,BL-10540Q-F09,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:ACN3086,ASSBW,ASSBW260-18,BL-10540Q-F09,M4,BOLD:ACN3086,,658,0
ASSBW261-18,BL-10540Q-G09,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:ACN3086,ASSBW,ASSBW261-18,BL-10540Q-G09,M4,BOLD:ACN3086,,658,0
ASSBW262-18,BL-10540Q-H09,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:ACN3086,ASSBW,ASSBW262-18,BL-10540Q-H09,M4,BOLD:ACN3086,,658,0
ASSBW263-18,BL-10540Q-A10,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:ACN3086,ASSBW,ASSBW263-18,BL-10540Q-A10,M4,BOLD:ACN3086,,658,0
ASSBW264-18,BL-10540Q-B10,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:ACN3086,ASSBW,ASSBW264-18,BL-10540Q-B10,M4,BOLD:ACN3086,,658,0
ASSBW265-18,BL-10540Q-C10,HWBF Plot 7|Malaise|Hardwood dominated stand,HWBF,Plot 7,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW265-18,BL-10540Q-C10,M7,BOLD:ACN3086,,658,0
ASSBW273-18,BL-10540Q-C11,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW273-18,BL-10540Q-C11,M9,BOLD:ACN3086,,658,0
ASSBW274-18,BL-10540Q-D11,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW274-18,BL-10540Q-D11,M9,BOLD:ACN3086,,658,0
ASSBW275-18,BL-10540Q-E11,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW275-18,BL-10540Q-E11,M9,BOLD:ACN3086,,658,0
ASSBW276-18,BL-10540Q-F11,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW276-18,BL-10540Q-F11,M9,BOLD:ACN3086,,658,0
ASSBW277-18,BL-10540Q-G11,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW277-18,BL-10540Q-G11,M9,BOLD:ACN3086,,658,0
ASSBW293-18,CCDB-30293-A08,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:ACN3086,ASSBW,ASSBW293-18,CCDB-30293-A08,M4,BOLD:ACN3086,,658,0
ASSBW295-18,CCDB-30293-A10,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:ACN3086,ASSBW,ASSBW295-18,CCDB-30293-A10,M4,BOLD:ACN3086,,658,0
ASSBW308-18,CCDB-30293-B11,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW308-18,CCDB-30293-B11,M9,BOLD:ACN3086,,658,0
ASSBW311-18,CCDB-30293-C02,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW311-18,CCDB-30293-C02,M9,BOLD:ACN3086,,658,0
ASSBW312-18,CCDB-30293-C03,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW312-18,CCDB-30293-C03,M9,BOLD:ACN3086,,658,0
ASSBW325-18,CCDB-30293-D04,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW325-18,CCDB-30293-D04,M9,BOLD:ACN3086,,658,0
ASSBW326-18,CCDB-30293-D05,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW326-18,CCDB-30293-D05,M9,BOLD:ACN3086,,658,0
ASSBW350-18,CCDB-30293-F05,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:ACN3086,ASSBW,ASSBW350-18,CCDB-30293-F05,M4,BOLD:ACN3086,,658,0
ASSBW351-18,CCDB-30293-F06,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:ACN3086,ASSBW,ASSBW351-18,CCDB-30293-F06,M4,BOLD:ACN3086,,638,0
ASSBW361-18,CCDB-30293-G04,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:ACN3086,ASSBW,ASSBW361-18,CCDB-30293-G04,M4,BOLD:ACN3086,,658,0
ASSBW375-18,CCDB-30293-H06,HWBF Plot 7|Malaise|Hardwood dominated stand,HWBF,Plot 7,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW375-18,CCDB-30293-H06,M7,BOLD:ACN3086,,658,0
ASSBW379-18,CCDB-30293-H10,HWBF Plot 7|Malaise|Hardwood dominated stand,HWBF,Plot 7,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW379-18,CCDB-30293-H10,M7,BOLD:ACN3086,,658,0
ASSBW385-18,CCDB-30297-A05,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXBOLD:ACN3086,ASSBW,ASSBW385-18,CCDB-30297-A05,M6,BOLD:ACN3086,,658,0
ASSBW386-18,CCDB-30297-A06,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXBOLD:ACN3086,ASSBW,ASSBW386-18,CCDB-30297-A06,M6,BOLD:ACN3086,,627,2
